gene_id	gene_type	position	description	gene_symbol
mmu:239933	CDS	16:complement(88467934..88468612)	Krtap27-1, EG239933; keratin associated protein 27-1	Krtap27-1
mmu:69661	CDS	16:complement(88504059..88504850)	Krtap13-22, 2310061N02Rik; keratin associated protein 13-22	Krtap13-22
mmu:268905	CDS	16:88525750..88526499	Krtap13-1, KAP13.1; keratin associated protein 13-1	Krtap13-1
mmu:16699	CDS	16:complement(88547632..88548516)	Krtap13, 4C32; keratin associated protein 13	Krtap13
mmu:117172	CDS	16:88555735..88556677	Krtap13-20, 2310034C09Rik; keratin associated protein 13-20	Krtap13-20
mmu:69696	CDS	16:complement(88570069..88571094)	Krtap13-21, 2310057N15Rik, Krtap13-1; keratin associated protein 13-21	Krtap13-21
mmu:546672	CDS	16:88574745..88575434	Krtap13-23, EG546672, Gm5965; keratin associated protein 13-23	Krtap13-23
mmu:23927	CDS	16:complement(88622179..88623033)	Krtap14, Pmg1, mKAP13; keratin associated protein 14	Krtap14
mmu:26560	CDS	16:88625897..88626732	Krtap15-1, Krtap15, Pmg-2, Pmg2; keratin associated protein 15-1	Krtap15-1
mmu:170657	CDS	16:complement(88665806..88666298)	Krtap19-1, Krtap16-2, Krtap16-9; keratin associated protein 19-1	Krtap19-1
mmu:170651	CDS	16:complement(88670553..88671157)	Krtap19-2, Krtap16-1; keratin associated protein 19-2	Krtap19-2
mmu:77918	CDS	16:complement(88674401..88674926)	Krtap19-3, A030006N06Rik, Krtap16-5; keratin associated protein 19-3	Krtap19-3
mmu:170654	CDS	16:complement(88681660..88681977)	Krtap19-4, Krtap16-4; keratin associated protein 19-4	Krtap19-4
mmu:16704	CDS	16:complement(88692856..88693337)	Krtap19-5, Krtap8-2; keratin associated protein 19-5	Krtap19-5
mmu:170939	CDS	16:complement(88728692..88729152)	Krtap19-9b, Krtap16-10b, Krtap16.10L; keratin associated protein 19-9B	Krtap19-9b
mmu:71369	CDS	16:complement(88759192..88759761)	Krtap16-3, 5430404J20Rik, Krtap16-10; keratin associated protein 16-3	Krtap16-3
mmu:105246181	CDS	16:complement(88778413..88778701)	Gm41515, EG621595, Krtap19-7; predicted gene, 41515	Gm41515
mmu:68740	CDS	16:complement(88807268..88807647)	Krtap22-2, 1110032D16Rik; keratin associated protein 22-2	Krtap22-2
mmu:100040201	CDS	16:88812165..88812734	Krtap6-3, Gm10229; keratin associated protein 6-3	Krtap6-3
mmu:16700	CDS	16:88828587..88829180	Krtap6-1, HGTpII.1, HGTpII.2; keratin associated protein 6-1	Krtap6-1
mmu:100040214	CDS	16:complement(88837811..88838360)	Krtap6-7, Gm10228; keratin associated protein 6-7	Krtap6-7
mmu:68484	CDS	16:complement(88844177..88844787)	Krtap6-5, 1110002D05Rik, Krtap16-8; keratin associated protein 6-5	Krtap6-5
mmu:68637	CDS	16:complement(88860297..88860890)	Krtap6-6, 1110025L11Rik; keratin associated protein 6-6	Krtap6-6
mmu:100040249	CDS	16:88880912..88881422	Krtap20-1, HGTpII.3, Krtap6-3; keratin associated protein 20-1	Krtap20-1
mmu:102636631	CDS	16:88889022..88889237	Gm38490; predicted gene, 38490	Gm38490
mmu:102636736	CDS	16:complement(88903385..88903549)	Gm33726; predicted gene, 33726	Gm33726
mmu:102636839	CDS	16:complement(88919212..88919367)	Gm33798; predicted gene, 33798	Gm33798
mmu:102636963	CDS	16:88926145..88929970	Gm33888; predicted gene, 33888	Gm33888
mmu:102637070	CDS	16:88937832..88937987	krtap20-23, EG622794, Gm6358; keratin associated protein 20-23	krtap20-23
mmu:102637192	CDS	16:88948027..88948191	Krtap20-20, Gm10061; keratin associated protein 20-20	Krtap20-20
mmu:640627	CDS	16:88954804..88955296	Krtap20-21, Gm9789; keratin associated protein 20-21	Krtap20-21
mmu:102637417	CDS	16:88966378..88966536	Krtap20-22, EG665661, Gm7735; keratin associated protein 20-22	Krtap20-22
mmu:102637634	CDS	16:88980203..88980388	Gm34396; predicted gene, 34396	Gm34396
mmu:622935	CDS	16:89002749..89003282	Krtap20-2, 1190004K03Rik, EG622935, Gm6371; keratin associated protein 20-2	Krtap20-2
mmu:102637862	CDS	16:89008421..89013048	Gm34566; predicted gene, 34566	Gm34566
mmu:102637970	CDS	16:89019284..89019615	Gm34650; predicted gene, 34650	Gm34650
mmu:102638087	CDS	16:89023699..89023991	Gm34733; predicted gene, 34733	Gm34733
mmu:102638213	CDS	16:89027671..89027894	Gm34826; predicted gene, 34826	Gm34826
mmu:115488662	CDS	16:89034196..89034722	Gm52258; predicted gene, 52258	Gm52258
mmu:102638437	CDS	16:89039521..89039696	Gm35004; predicted gene, 35004	Gm35004
mmu:102638557	CDS	16:89044008..89044193	Gm35091; predicted gene, 35091	Gm35091
mmu:102638664	CDS	16:89047858..89048155	Gm35174; predicted gene, 35174	Gm35174
mmu:115488674	CDS	16:89052413..89052694	Gm52266; predicted gene, 52266	Gm52266
mmu:102638774	CDS	16:89057719..89058096	Gm35257; predicted gene, 35257	Gm35257
mmu:115488665	CDS	16:89061841..89061984	Gm52260; predicted gene, 52260	Gm52260
mmu:115488619	CDS	16:89066555..89066710	Gm52233; predicted gene, 52233	Gm52233
mmu:102638887	CDS	16:89071397..89071555	Gm35342; predicted gene, 35342	Gm35342
mmu:102639003	CDS	16:89075258..89075676	Gm35427; predicted gene, 35427	Gm35427
mmu:115488640	CDS	16:89081525..89081755	Gm52246; predicted gene, 52246	Gm52246
mmu:102635845	CDS	16:89085274..89085519	Gm33084; predicted gene, 33084	Gm33084
mmu:170656	CDS	16:complement(89199915..89200662)	Krtap21-1, 1110017B05Rik, KAP21.1, Krtap16-7; keratin associated protein 21-1	Krtap21-1
mmu:16701	CDS	16:complement(89216211..89216999)	Krtap6-2, HGTpII.4; keratin associated protein 6-2	Krtap6-2
mmu:115488747	ncRNA	16:complement(89248383..89248487)	Gm23655; predicted gene, 23655	Gm23655
mmu:16703	CDS	16:complement(89284262..89284840)	Krtap8-1; keratin associated protein 8-1	Krtap8-1
mmu:71363	CDS	16:complement(89304591..89305211)	Krtap7-1, 5430433J05Rik; keratin associated protein 7-1	Krtap7-1
mmu:16693	CDS	16:complement(89367064..89368071)	Krtap11-1, Hacl1, KAP11.1, PRED29; keratin associated protein 11-1	Krtap11-1
mmu:21844	CDS	16:complement(89583999..89942488)	Tiam1, D16Ium10, D16Ium10e; T cell lymphoma invasion and metastasis 1	Tiam1
mmu:20655	CDS	16:90017650..90023221	Sod1, B430204E11Rik, Cu/Zn-SOD, CuZnSOD, Ipo-1, Ipo1, SODC, Sod-1; superoxide dismutase 1, soluble	Sod1
mmu:224432	CDS	16:complement(90021504..90082074)	Scaf4, Sfrs15, Sra4, Srsf15; SR-related CTD-associated factor 4	Scaf4
mmu:26559	CDS	16:90182550..90296443	Hunk, Bstk1, Mak-v; hormonally upregulated Neu-associated kinase	Hunk
mmu:115488693	ncRNA	16:90399384..90399505	Gm23406; predicted gene, 23406	Gm23406
mmu:66578	CDS	16:complement(90516200..90524259)	Mis18a, 2610039C10Rik, 2810018N07Rik; MIS18 kinetochore protein A	Mis18a
mmu:77037	CDS	16:90535095..90546673	Mrap, 1110025G12Rik, C21ORF61, Falp, ORF61; melanocortin 2 receptor accessory protein	Mrap
mmu:207932	CDS	16:complement(90548415..90607312)	Urb1, 4921511H13Rik, 5730405K23Rik, mKIAA0539; URB1 ribosome biogenesis 1 homolog (S. cerevisiae)	Urb1
mmu:70967	CDS	16:90623607..90701997	Eva1c, 1700092M14Rik, 4931408A02Rik, Fam176c; eva-1 homolog C	Eva1c
mmu:68001	CDS	16:complement(90721178..90731737)	Cfap298, 1110004E09Rik; cilia and flagella associate protien 298	Cfap298
mmu:104015	CDS	16:complement(90732980..90810543)	Synj1, A930006D20Rik, mKIAA0910; synaptojanin 1	Synj1
mmu:67367	CDS	16:complement(90810925..90841267)	Paxbp1, 1810007M14Rik, C21orf66, Gcfc, Gcfc1, Pax3/7bp; PAX3 and PAX7 binding protein 1	Paxbp1
mmu:74387	CDS	16:complement(90841534..90866040)	Epcip, 4931406G06Rik, 4932438H23Rik; exosomal polycystin 1 interacting protein	Epcip
mmu:50913	CDS	16:91016745..91025567	Olig2, Bhlhb1, Olg-2, Oligo2, RK17, bHLHe19; oligodendrocyte transcription factor 2	Olig2
mmu:50914	CDS	16:91066657..91068827	Olig1, Bhlhb6, Olg-1, Oligo1, bHLHe21; oligodendrocyte transcription factor 1	Olig1
mmu:15976	CDS	16:91166517..91202477	Ifnar2, IFN-R-2, Ifnar-2; interferon (alpha and beta) receptor 2	Ifnar2
mmu:16155	CDS	16:91203166..91222718	Il10rb, 6620401D04Rik, CRF2-4, Crfb4, D16H21S58, D21S58h, IL-10R2, Il10r2; interleukin 10 receptor, beta	Il10rb
mmu:108168301	CDS	16:91255260..91255547	Gm46562; predicted gene, 46562	Gm46562
mmu:15975	CDS	16:91281016..91307411	Ifnar1, Ifar, Ifnar, Ifrc, Infar; interferon (alpha and beta) receptor 1	Ifnar1
mmu:102465190	miRNA	16:complement(91324331..91324432)	Mir6367, Gm27467, mmu-mir-6367; microRNA 6367	Mir6367
mmu:15980	CDS	16:91343947..91360895	Ifngr2, Ifgr2, Ifgt; interferon gamma receptor 2	Ifngr2
mmu:77975	CDS	16:complement(91371390..91394573)	Tmem50b, B230114J08Rik; transmembrane protein 50B	Tmem50b
mmu:246738	CDS	16:complement(91411142..91415931)	Dnajc28, ORF28; DnaJ heat shock protein family (Hsp40) member C28	Dnajc28
mmu:14450	CDS	16:complement(91418283..91444505)	Gart, Gaps, Prgs; phosphoribosylglycinamide formyltransferase	Gart
mmu:20658	CDS	16:91444712..91476080	Son, 2900011L12Rik, mKIAA1019, nrebp; Son DNA binding protein	Son
mmu:102640710	CDS	16:91448656..91451607	Gm36712; predicted gene, 36712	Gm36712
mmu:60364	CDS	16:complement(91463744..91485702)	Donson, 1110025J21Rik, ORF60; downstream neighbor of SON	Donson
mmu:66609	CDS	16:complement(91486210..91525690)	Cryzl1, 2210407J23Rik, 2410006O11Rik, QOH-1; crystallin zeta like 1	Cryzl1
mmu:16443	CDS	16:91526198..91717479	Itsn1, Ehsh1, Ese1, Itsn, Sh3p17; intersectin 1 (SH3 domain protein 1A)	Itsn1
mmu:115488725	ncRNA	16:complement(91718197..91718303)	Gm25245; predicted gene, 25245	Gm25245
mmu:28080	CDS	16:complement(91722111..91728518)	Atp5po, ATPO, Atp5o, D12Wsu28e, OSCP; ATP synthase peripheral stalk subunit OSCP	Atp5po
mmu:53881	CDS	16:91855210..91884361	Slc5a3, Smit1; solute carrier family 5 (inositol transporters), member 3	Slc5a3
mmu:121022	CDS	16:91855224..91909115	Mrps6; mitochondrial ribosomal protein S6	Mrps6
mmu:246133	CDS	16:92089277..92095021	Kcne2, 2200002I16Rik, MiRP1; potassium voltage-gated channel, Isk-related subfamily, gene 2	Kcne2
mmu:68936	CDS	16:92098131..92109929	Smim11, 1190017O12Rik, C21orf51, Fam165b, Smim11a; small integral membrane protein 11	Smim11
mmu:75328	CDS	16:complement(92115651..92118329)	Fam243, 4930563D23Rik; family with sequence similarity 243	Fam243
mmu:108168308	CDS	16:complement(92120810..92130109)	Smim34, Gm46568; small integral membrane protein 34	Smim34
mmu:16509	CDS	16:complement(92142889..92156356)	Kcne1, Isk, MinK, nmf190; potassium voltage-gated channel, Isk-related subfamily, member 1	Kcne1
mmu:54720	CDS	16:complement(92188839..92263057)	Rcan1, Adapt78, CALP1L, CSP1, DSC1, Dscr1, MCIP1, RCN1; regulator of calcineurin 1	Rcan1
mmu:209195	CDS	16:92295035..92338129	Clic6, 5730466J16Rik, CLIC1L; chloride intracellular channel 6	Clic6
mmu:12394	CDS	16:complement(92398354..92622962)	Runx1, AML1, CBF-alpha-2, Cbfa2, Pebp2a2, Pebpa2b; runt related transcription factor 1	Runx1
mmu:791074	miRNA	16:93166608..93166704	Mir802, Mirn802, mir-802, mmu-mir-802; microRNA 802	Mir802
mmu:224440	CDS	16:complement(93380345..93401693)	Setd4, C21orf18, ORF21; SET domain containing 4	Setd4
mmu:12408	CDS	16:93404752..93407226	Cbr1, CR, Cbr, PG-9-KR; carbonyl reductase 1	Cbr1
mmu:109857	CDS	16:93480107..93487879	Cbr3, 1110001J05Rik; carbonyl reductase 3	Cbr3
mmu:70028	CDS	16:93508795..93607476	Dop1b, 0610038M01Rik, 2610510B01Rik, C21orf5, Dopey2, mKIAA0933; DOP1 leucine zipper like protein B	Dop1b
mmu:338467	CDS	16:93629009..93672964	Morc3, 1110051N18Rik, D16Jhu32e, NXP2, Zcwcc3; microrchidia 3	Morc3
mmu:110749	CDS	16:93680801..93703003	Chaf1b, 2600017H24Rik, CAF-I_p60, CAF-Ip60, CAF1, CAF1A, CAF1P60, MPHOSPH7; chromatin assembly factor 1, subunit B	Chaf1b
mmu:56173	CDS	16:complement(93715919..93809733)	Cldn14; claudin 14	Cldn14
mmu:20465	CDS	16:93885963..93927891	Sim2, bHLHe15; single-minded family bHLH transcription factor 2	Sim2
mmu:110948	CDS	16:complement(93930054..94116098)	Hlcs, 410I21.SP6, D16Jhu34; holocarboxylase synthetase (biotin- [propriony-Coenzyme A-carboxylase (ATP-hydrolysing)] ligase)	Hlcs
mmu:170765	CDS	16:94129281..94137794	Ripply3, Dscr6; ripply transcriptional repressor 3	Ripply3
mmu:56176	CDS	16:complement(94159622..94171874)	Pigp, Dcrc, Dscr5; phosphatidylinositol glycan anchor biosynthesis, class P	Pigp
mmu:22129	CDS	16:94171479..94270081	Ttc3, 2610202A04Rik, D16Ium21, D16Ium21e, TPRD, mKIAA4119; tetratricopeptide repeat domain 3	Ttc3
mmu:115488709	ncRNA	16:94229932..94230092	Gm23692; predicted gene, 23692	Gm23692
mmu:13185	CDS	16:complement(94298583..94327488)	Vps26c, Dcra, Dscr3; VPS26 endosomal protein sorting factor C	Vps26c
mmu:13548	CDS	16:94370770..94496378	Dyrk1a, 2310043O08Rik, D16Ertd272e, D16Ertd493e, Dyrk, Gm10783, Mnbh, Mp86, mmb; dual-specificity tyrosine phosphorylation regulated kinase 1a	Dyrk1a
mmu:16522	CDS	16:complement(94545839..94798719)	Kcnj6, BIR1, GIRK2, KATP2, KCNJ7, Kir3.2, weaver, wv; potassium inwardly-rectifying channel, subfamily J, member 6	Kcnj6
mmu:16516	CDS	16:95058417..95101119	Kcnj15, 4930414N08Rik, IRKK, Kir4.2; potassium inwardly-rectifying channel, subfamily J, member 15	Kcnj15
mmu:13876	CDS	16:complement(95160028..95387452)	Erg, D030036I24Rik; ETS transcription factor	Erg
mmu:23872	CDS	16:95503274..95522093	Ets2, Ets-2; E26 avian leukemia oncogene 2, 3' domain	Ets2
mmu:56088	CDS	16:complement(95781133..95792160)	Psmg1, Dscr2; proteasome (prosome, macropain) assembly chaperone 1	Psmg1
mmu:93871	CDS	16:complement(95793289..95883905)	Brwd1, 5330419I02Rik, D530019K20Rik, G1-403-16, Wdr9, repro5; bromodomain and WD repeat domain containing 1	Brwd1
mmu:15312	CDS	16:complement(95922788..95928925)	Hmgn1, HMG-14, Hmg14; high mobility group nucleosomal binding domain 1	Hmgn1
mmu:71446	CDS	16:95946600..95959052	Get1, 5530402J05Rik, C030018G21Rik, Chd5, Wrb; guided entry of tail-anchored proteins factor 1	Get1
mmu:385668	CDS	16:complement(95959605..95993450)	Lca5l, 4921526F01Rik, Lcca5l; Leber congenital amaurosis 5-like	Lca5l
mmu:50795	CDS	16:96001670..96030133	Sh3bgr, 5430437A18Rik; SH3-binding domain glutamic acid-rich protein	Sh3bgr
mmu:93961	CDS	16:96037001..96121059	B3galt5, 1190002B21Rik, b3Galt-V; UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5	B3galt5
mmu:72058	CDS	16:96162676..96266772	Igsf5, 2010003D20Rik, JCAM, Jam4; immunoglobulin superfamily, member 5	Igsf5
mmu:16415	CDS	16:complement(96223488..96244861)	Itgb2l, 5033406G21Rik, pactolus; integrin beta 2-like	Itgb2l
mmu:18546	CDS	16:96268806..96326993	Pcp4, P16Rimb19, Pcp-4, Pep19; Purkinje cell protein 4	Pcp4
mmu:13508	CDS	16:complement(96388652..96971935)	Dscam, 4932410A21Rik; DS cell adhesion molecule	Dscam
mmu:56175	CDS	16:97157928..97244136	Bace2, 1110059C24Rik, AEPLC, ALP56, ARP1, ASP1, ASP21, BAE2, CDA13, CEAP1, DRAP; beta-site APP-cleaving enzyme 2	Bace2
mmu:17857	CDS	16:complement(97248235..97264106)	Mx1, Mx, Mx-1; MX dynamin-like GTPase 1	Mx1
mmu:52793	CDS	16:complement(97272165..97306136)	Fam3b, 2-21, 9030624C24Rik, D16Jhu19e, ORF9, Pander; FAM3 metabolism regulating signaling molecule B	Fam3b
mmu:17858	CDS	16:97337281..97362101	Mx2, Mx-2; MX dynamin-like GTPase 2	Mx2
mmu:50528	CDS	16:complement(97365882..97460741)	Tmprss2, D16Ertd61e; transmembrane protease, serine 2	Tmprss2
mmu:72388	CDS	16:complement(97543133..97564979)	Ripk4, 2310069J12Rik, ANKK2, Ankrd3, DIk, PKK, RIP4; receptor-interacting serine-threonine kinase 4	Ripk4
mmu:114604	CDS	16:complement(97592720..97653076)	Prdm15, C21orf83, E130018M06Rik, ORF62, Zfp298; PR domain containing 15	Prdm15
mmu:207781	CDS	16:complement(97656409..97727248)	C2cd2, 5730563M15, 5830404H04Rik, ORF25, mKIAA4045; C2 calcium-dependent domain containing 2	C2cd2
mmu:102465581	miRNA	16:complement(97678433..97678491)	Mir6964, mmu-mir-6964; microRNA 6964	Mir6964
mmu:114565	CDS	16:complement(97746993..97763850)	Zbtb21, 5430437K12Rik, B430213I24Rik, Zfp295, Znf295, mKIAA1227; zinc finger and BTB domain containing 21	Zbtb21
mmu:245305	CDS	16:97798278..97817956	B230307C23Rik, 8030444G23Rik, EG245305; RIKEN cDNA B230307C23 gene	B230307C23Rik
mmu:115488846	ncRNA	17:complement(3108074..3108194)	Gm25909; predicted gene, 25909	Gm25909
mmu:106583	CDS	17:3165247..3249134	Scaf8, A630086M08Rik, A930036P18Rik, Rbm16, mKIAA1116; SR-related CTD-associated factor 8	Scaf8
mmu:24001	CDS	17:3376675..3569672	Tiam2, 3000002F19Rik, STEF, mKIAA2016; T cell lymphoma invasion and metastasis 2	Tiam2
mmu:224481	CDS	17:complement(3569119..3608064)	Tfb1m, mtTFB1; transcription factor B1, mitochondrial	Tfb1m
mmu:621628	CDS	17:3582829..3583488	Cldn20, EG621628; claudin 20	Cldn20
mmu:224480	CDS	17:complement(3685515..3746536)	Nox3, GP91-3, het, nmf250; NADPH oxidase 3	Nox3
mmu:115488874	ncRNA	17:4728295..4728401	Gm23186; predicted gene, 23186	Gm23186
mmu:239985	CDS	17:5044481..5397931	Arid1b, 8030481M12, 9330189K18Rik, Ardi1b, B230217J03Rik, BAF250B, mKIAA1235; AT-rich interaction domain 1B	Arid1b
mmu:70544	CDS	17:complement(5461139..5490535)	Tmem242, 1110008A10Rik, 2310046K16Rik, 5730437N04Rik; transmembrane protein 242	Tmem242
mmu:106557	CDS	17:complement(5467598..5469042)	Ldhal6b, 4933402O15Rik, LDHL, Ldhal; lactate dehydrogenase A-like 6B	Ldhal6b
mmu:115488807	CDS	17:complement(5537821..5543501)	Gm52310; predicted gene, 52310	Gm52310
mmu:224454	CDS	17:5542220..5810517	Zdhhc14, B530001K09Rik, New1cp; zinc finger, DHHC domain containing 14	Zdhhc14
mmu:66616	CDS	17:5891599..5982231	Snx9, 2700073N08Rik, SDP1, SH3PX1; sorting nexin 9	Snx9
mmu:20975	CDS	17:5991555..6106041	Synj2, SJ2, mKIAA0348; synaptojanin 2	Synj2
mmu:321007	CDS	17:complement(6090846..6130064)	Serac1, 4930511N22Rik, D17Ertd141e; serine active site containing 1	Serac1
mmu:66467	CDS	17:6130103..6135763	Gtf2h5, 2700017P07Rik, 2810432H05Rik, D17Wsu155e; general transcription factor IIH, polypeptide 5	Gtf2h5
mmu:68842	CDS	17:6156528..6290912	Tulp4, 1110057P05Rik, 2210038L17Rik, Tusp; TUB like protein 4	Tulp4
mmu:77106	CDS	17:6307001..6358589	Tmem181a, 5930418K15Rik, Gpr178, Tmem181, mKIAA1423; transmembrane protein 181A	Tmem181a
mmu:100310872	CDS	17:complement(6356619..6367749)	Dynlt1a, AGS2, Dynlt1, Tctel1, Tctex-1, Tctex1; dynein light chain Tctex-type 1A	Dynlt1a
mmu:118567343	CDS	17:complement(6637343..6695185)	Gm53261; predicted gene, 53261	Gm53261
mmu:21648	CDS	17:6697511..6703695	Dynlt1b, AGS2, Dynlt1, Tctex-1, Tctex1; dynein light chain Tctex-type 1B	Dynlt1b
mmu:100040500	CDS	17:complement(6776485..6803411)	Gm2808; predicted gene 2808	Gm2808
mmu:101055745	CDS	17:complement(6803372..6850465)	Gm29721; predicted gene, 29721	Gm29721
mmu:100040563	CDS	17:6869178..6877078	Dynlt1c, 100040603, AGS2, Dynlt1, Dynlt1d, Tctel1, Tctex-1, Tctex1; dynein light chain Tctex-type 1C	Dynlt1c
mmu:100040531	CDS	17:complement(6914005..6923338)	Dynlt1f, 100040631, AGS2, Dynlt1, Dynlt1e, Tctel1, Tctex-1, Tctex1; dynein light chain Tctex-type 1F	Dynlt1f
mmu:83672	CDS	17:6925633..7005449	Sytl3, A430092N21, Slp3, Slp3-a, Slp3-b, mFLJ00307; synaptotagmin-like 3	Sytl3
mmu:22350	CDS	17:complement(7005530..7050179)	Ezr, Vil2, p81; ezrin	Ezr
mmu:751529	miRNA	17:complement(7162628..7162736)	Mir692-1, Mirn692-1, mir-692-1; microRNA 692-1	Mir692-1
mmu:100037282	CDS	17:complement(7172115..7215755)	Rsph3b, Rshl2b; radial spoke 3B homolog (Chlamydomonas)	Rsph3b
mmu:380608	CDS	17:complement(7222364..7246122)	Tagap1, 2610315E15Rik, FKSG15; T cell activation GTPase activating protein 1	Tagap1
mmu:68195	CDS	17:7246259..7265592	Rnaset2b, 0610007O07Rik, 4833423A10Rik, 4930532K22Rik, C79750, RNASE6PL, Rnaset2; ribonuclease T2B	Rnaset2b
mmu:381059	CDS	17:7292942..7354996	Gm1604b, Gm1604; predicted gene 1604b	Gm1604b
mmu:115488849	ncRNA	17:complement(7309877..7309964)	Gm25119; predicted gene, 25119	Gm25119
mmu:20112	CDS	17:7356384..7570714	Rps6ka2, 90kDa, D17Wsu134e, Rps6ka-rs1, Rsk3, p90rsk, pp90rsk; ribosomal protein S6 kinase, polypeptide 2	Rps6ka2
mmu:21461	CDS	17:7592055..7613259	Tcp10a, D17Leh66A, D17Leh66aa, Gm10326, T66A-a, Tcp-10a; t-complex protein 10a	Tcp10a
mmu:100216474	CDS	17:complement(7618026..7631434)	Ttll2, EG625850; tubulin tyrosine ligase-like family, member 2	Ttll2
mmu:667055	CDS	17:complement(7631045..7664724)	Unc93a2, Gm9992; unc-93 homolog A2	Unc93a2
mmu:115488852	ncRNA	17:complement(7641594..7641756)	Gm26057; predicted gene, 26057	Gm26057
mmu:68655	CDS	17:complement(7957401..8046158)	Fndc1, 1110027O12Rik, 1110051A18Rik, mKIAA1866; fibronectin type III domain containing 1	Fndc1
mmu:72536	CDS	17:8144832..8153729	Tagap, 2610315E15Rik, TRD, Tcd-1, Tcd1, Tcd1a, tcs-1, tcs1; T cell activation Rho GTPase activating protein	Tagap
mmu:66832	CDS	17:8164446..8198388	Rsph3a, 1700012G05Rik, 4930524H12Rik, Rshl2, Rshl2a; radial spoke 3A homolog (Chlamydomonas)	Rsph3a
mmu:115488850	ncRNA	17:8302907..8302994	Gm22416; predicted gene, 22416	Gm22416
mmu:100037283	CDS	17:complement(8347412..8367078)	Rnaset2a, 0610007O07Rik, 4833423A10Rik, 4930532K22Rik, RNASE6PL, Rnaset2; ribonuclease T2A	Rnaset2a
mmu:75296	CDS	17:8383976..8415309	Cep43, 4930553O10Rik, FOP, Fgfr1op; centrosomal protein 43	Cep43
mmu:12458	CDS	17:8454875..8477353	Ccr6, CC-CKR-6, CCR-6, Cmkbr6, KY411; C-C motif chemokine receptor 6	Ccr6
mmu:55951	CDS	17:8502590..8516499	Mpc1, 0610006G08Rik, 3830411I18Rik, Brp44l; mitochondrial pyruvate carrier 1	Mpc1
mmu:106489	CDS	17:8529920..8546274	Sft2d1, 5630401J11Rik; SFT2 domain containing 1	Sft2d1
